epoch,box,dfl,cls,Recall,Precision,mAP@50,mAP
462,1.178,1.178,0.667,0.733,0.733,0.838,0.535
463,1.181,1.181,0.670,0.733,0.733,0.838,0.535
464,1.178,1.178,0.669,0.733,0.733,0.838,0.535
465,1.176,1.176,0.666,0.733,0.733,0.838,0.535
466,1.178,1.178,0.667,0.733,0.733,0.838,0.535
467,1.179,1.179,0.667,0.733,0.733,0.838,0.535
468,1.175,1.175,0.667,0.733,0.733,0.838,0.535
469,1.178,1.178,0.669,0.733,0.733,0.838,0.535
470,1.177,1.177,0.667,0.733,0.733,0.838,0.535
471,1.170,1.170,0.663,0.733,0.733,0.838,0.535
472,1.175,1.175,0.665,0.733,0.733,0.838,0.535
473,1.171,1.171,0.666,0.733,0.733,0.838,0.535
474,1.174,1.174,0.665,0.733,0.733,0.838,0.535
475,1.178,1.178,0.667,0.733,0.733,0.838,0.535
476,1.176,1.176,0.665,0.732,0.732,0.838,0.535
477,1.172,1.172,0.665,0.733,0.733,0.838,0.535
478,1.174,1.174,0.666,0.732,0.732,0.838,0.535
479,1.174,1.174,0.665,0.732,0.732,0.838,0.535
480,1.174,1.174,0.665,0.731,0.731,0.838,0.535
481,1.174,1.174,0.666,0.732,0.732,0.838,0.535
482,1.168,1.168,0.663,0.732,0.732,0.838,0.535
483,1.172,1.172,0.664,0.732,0.732,0.838,0.534
484,1.173,1.173,0.663,0.732,0.732,0.838,0.534
485,1.167,1.167,0.662,0.732,0.732,0.838,0.534
486,1.173,1.173,0.666,0.732,0.732,0.838,0.534
487,1.170,1.170,0.661,0.731,0.731,0.838,0.534
488,1.169,1.169,0.662,0.731,0.731,0.838,0.534
489,1.172,1.172,0.663,0.732,0.732,0.838,0.534
490,1.170,1.170,0.662,0.732,0.732,0.838,0.534
491,1.169,1.169,0.661,0.731,0.731,0.838,0.534
492,1.167,1.167,0.660,0.731,0.731,0.838,0.534
493,1.170,1.170,0.663,0.732,0.732,0.838,0.534
494,1.171,1.171,0.662,0.731,0.731,0.838,0.534
495,1.174,1.174,0.664,0.732,0.732,0.838,0.534
496,1.169,1.169,0.661,0.732,0.732,0.838,0.534
497,1.162,1.162,0.658,0.732,0.732,0.838,0.534
498,1.167,1.167,0.660,0.732,0.732,0.838,0.534
499,1.167,1.167,0.659,0.732,0.732,0.838,0.534
500,1.169,1.169,0.660,0.732,0.732,0.838,0.534
501,1.163,1.163,0.658,0.732,0.732,0.838,0.534
502,1.164,1.164,0.659,0.732,0.732,0.838,0.534
503,1.166,1.166,0.658,0.732,0.732,0.838,0.534
504,1.166,1.166,0.659,0.732,0.732,0.838,0.534
505,1.156,1.156,0.654,0.731,0.731,0.838,0.534
506,1.165,1.165,0.658,0.732,0.732,0.838,0.534
507,1.163,1.163,0.658,0.732,0.732,0.838,0.534
508,1.162,1.162,0.656,0.731,0.731,0.838,0.534
509,1.161,1.161,0.655,0.731,0.731,0.838,0.534
510,1.161,1.161,0.655,0.731,0.731,0.838,0.534
511,1.156,1.156,0.652,0.731,0.731,0.838,0.534
512,1.156,1.156,0.653,0.731,0.731,0.838,0.534
513,1.160,1.160,0.656,0.731,0.731,0.838,0.534
514,1.158,1.158,0.653,0.731,0.731,0.838,0.534
515,1.158,1.158,0.654,0.731,0.731,0.838,0.534
516,1.154,1.154,0.653,0.731,0.731,0.838,0.534
517,1.159,1.159,0.651,0.731,0.731,0.838,0.534
518,1.157,1.157,0.654,0.731,0.731,0.838,0.534
519,1.153,1.153,0.649,0.732,0.732,0.838,0.534
520,1.158,1.158,0.652,0.732,0.732,0.838,0.534
521,1.160,1.160,0.654,0.731,0.731,0.838,0.534
522,1.157,1.157,0.652,0.731,0.731,0.838,0.534
523,1.157,1.157,0.653,0.732,0.732,0.838,0.534
524,1.154,1.154,0.650,0.731,0.731,0.838,0.534
525,1.152,1.152,0.647,0.731,0.731,0.838,0.534
526,1.154,1.154,0.651,0.731,0.731,0.838,0.534
527,1.156,1.156,0.651,0.732,0.732,0.838,0.534
528,1.157,1.157,0.652,0.731,0.731,0.838,0.534
529,1.157,1.157,0.651,0.732,0.732,0.838,0.534
530,1.151,1.151,0.650,0.732,0.732,0.838,0.534
531,1.156,1.156,0.652,0.732,0.732,0.838,0.534
532,1.150,1.150,0.646,0.732,0.732,0.838,0.534
533,1.154,1.154,0.649,0.731,0.731,0.838,0.534
534,1.149,1.149,0.646,0.731,0.731,0.838,0.534
535,1.151,1.151,0.646,0.731,0.731,0.838,0.534
536,1.148,1.148,0.646,0.731,0.731,0.838,0.534
537,1.148,1.148,0.646,0.731,0.731,0.838,0.534
538,1.148,1.148,0.646,0.731,0.731,0.838,0.534
539,1.151,1.151,0.648,0.731,0.731,0.838,0.533
540,1.146,1.146,0.647,0.731,0.731,0.838,0.534
541,1.150,1.150,0.646,0.731,0.731,0.838,0.534
542,1.146,1.146,0.645,0.731,0.731,0.838,0.533
543,1.145,1.145,0.646,0.731,0.731,0.838,0.533
544,1.146,1.146,0.646,0.731,0.731,0.837,0.533
545,1.147,1.147,0.646,0.731,0.731,0.837,0.533
546,1.144,1.144,0.643,0.731,0.731,0.837,0.533
547,1.143,1.143,0.642,0.731,0.731,0.837,0.533
548,1.149,1.149,0.645,0.731,0.731,0.837,0.533
549,1.143,1.143,0.642,0.731,0.731,0.837,0.533
550,1.145,1.145,0.643,0.731,0.731,0.838,0.533
551,1.143,1.143,0.641,0.731,0.731,0.838,0.533
552,1.142,1.142,0.641,0.731,0.731,0.838,0.533
553,1.148,1.148,0.643,0.732,0.732,0.838,0.533
554,1.142,1.142,0.640,0.731,0.731,0.838,0.533
555,1.136,1.136,0.637,0.731,0.731,0.838,0.533
556,1.140,1.140,0.641,0.731,0.731,0.838,0.533
557,1.142,1.142,0.641,0.732,0.732,0.838,0.533
558,1.142,1.142,0.641,0.732,0.732,0.838,0.533
559,1.138,1.138,0.640,0.732,0.732,0.838,0.533
560,1.139,1.139,0.641,0.731,0.731,0.838,0.533
561,1.137,1.137,0.639,0.732,0.732,0.838,0.533
562,1.139,1.139,0.640,0.732,0.732,0.838,0.533
563,1.142,1.142,0.640,0.732,0.732,0.838,0.533
564,1.135,1.135,0.637,0.732,0.732,0.838,0.533
565,1.138,1.138,0.640,0.732,0.732,0.837,0.533
566,1.138,1.138,0.637,0.732,0.732,0.838,0.533
567,1.139,1.139,0.639,0.732,0.732,0.838,0.533
568,1.138,1.138,0.640,0.732,0.732,0.838,0.533
569,1.138,1.138,0.639,0.732,0.732,0.838,0.533
570,1.140,1.140,0.641,0.732,0.732,0.838,0.533
571,1.133,1.133,0.634,0.733,0.733,0.838,0.533
572,1.134,1.134,0.636,0.733,0.733,0.838,0.533
573,1.133,1.133,0.636,0.732,0.732,0.838,0.533
574,1.132,1.132,0.636,0.732,0.732,0.838,0.533
575,1.131,1.131,0.634,0.732,0.732,0.838,0.533
576,1.138,1.138,0.636,0.733,0.733,0.838,0.533
577,1.131,1.131,0.635,0.732,0.732,0.838,0.533
578,1.131,1.131,0.634,0.732,0.732,0.838,0.533
579,1.133,1.133,0.634,0.733,0.733,0.838,0.532
580,1.132,1.132,0.634,0.733,0.733,0.838,0.532
581,1.130,1.130,0.634,0.733,0.733,0.838,0.532
582,1.132,1.132,0.634,0.733,0.733,0.838,0.532
583,1.128,1.128,0.632,0.733,0.733,0.838,0.532
584,1.129,1.129,0.633,0.733,0.733,0.838,0.532
585,1.131,1.131,0.632,0.733,0.733,0.838,0.532
586,1.126,1.126,0.630,0.733,0.733,0.838,0.532
587,1.127,1.127,0.631,0.733,0.733,0.838,0.532
588,1.134,1.134,0.634,0.732,0.732,0.838,0.532
589,1.129,1.129,0.632,0.732,0.732,0.838,0.532
590,1.131,1.131,0.633,0.732,0.732,0.838,0.532
591,1.095,1.095,0.592,0.733,0.733,0.838,0.532
592,1.081,1.081,0.584,0.733,0.733,0.838,0.532
593,1.078,1.078,0.581,0.733,0.733,0.838,0.532
594,1.074,1.074,0.580,0.733,0.733,0.838,0.532
595,1.075,1.075,0.579,0.733,0.733,0.838,0.532
596,1.071,1.071,0.576,0.732,0.732,0.838,0.532
597,1.073,1.073,0.578,0.732,0.732,0.838,0.532
598,1.071,1.071,0.577,0.733,0.733,0.837,0.532
599,1.069,1.069,0.576,0.733,0.733,0.838,0.532
600,1.067,1.067,0.574,0.733,0.733,0.838,0.532
